,wi_acc,ac_acc,wi_tout,ac_tout,wi_RT,ac_RT
2,0.6666666666666666,0.4,0.0,0.4,1661.3530516625,2050.28891563
3,0.5,0.4,0.0,0.2,1400.6760120383333,1160.6849432
4,0.6666666666666666,0.8,0.0,0.0,1612.758278845,1383.935034275
