,wi_acc,ac_acc,wi_RT,ac_RT
1,1.0,0.8,1960.3219827,1957.646369935
2,0.6666666666666666,0.6,1980.898618695,1793.6070760100001
3,1.0,0.6,1691.63274765,1632.1369806933333
